Survey,Sample ID,Occurrence ID,Site Type,Site Code,Date,Section No.,Section Code,Species,Preferred,Recorder Name,Start Time,End Time,Temp (Deg C) term ID,Temp (Deg C) term,Wind Direction term ID,Wind Direction term,Wind Speed term ID,Wind Speed term,% Sun,% Cloud,Reliability term ID,Reliability term,Abundance count
EBMS Transects,6021949,10574515,Transect,EBMS:Italy:26,31/05/2017,S1,EBMS:Italy:26.1,Dingy Skipper,Erynnis tages,"Italian Butterfly Group,",11:00,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,60,,,,6
EBMS Transects,6021949,10574520,Transect,EBMS:Italy:26,31/05/2017,S1,EBMS:Italy:26.1,Southern Grizzled Skipper,Pyrgus malvoides,"Italian Butterfly Group,",11:00,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,60,,,,1
EBMS Transects,6021949,10574525,Transect,EBMS:Italy:26,31/05/2017,S1,EBMS:Italy:26.1,Clouded Yellow,Colias crocea,"Italian Butterfly Group,",11:00,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,60,,,,1
EBMS Transects,6021949,10574516,Transect,EBMS:Italy:26,31/05/2017,S1,EBMS:Italy:26.1,Large White,Pieris brassicae,"Italian Butterfly Group,",11:00,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,60,,,,2
EBMS Transects,6021949,10574517,Transect,EBMS:Italy:26,31/05/2017,S1,EBMS:Italy:26.1,Small White,Pieris rapae,"Italian Butterfly Group,",11:00,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,60,,,,7
EBMS Transects,6021949,10574513,Transect,EBMS:Italy:26,31/05/2017,S1,EBMS:Italy:26.1,Green-veined White,Pieris napi,"Italian Butterfly Group,",11:00,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,60,,,,29
EBMS Transects,6021949,10574523,Transect,EBMS:Italy:26,31/05/2017,S1,EBMS:Italy:26.1,Small Copper,Lycaena phlaeas,"Italian Butterfly Group,",11:00,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,60,,,,2
EBMS Transects,6021949,10574521,Transect,EBMS:Italy:26,31/05/2017,S1,EBMS:Italy:26.1,Sooty Copper,Lycaena tityrus,"Italian Butterfly Group,",11:00,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,60,,,,1
EBMS Transects,6021949,10574522,Transect,EBMS:Italy:26,31/05/2017,S1,EBMS:Italy:26.1,Amanda's Blue,Polyommatus amandus,"Italian Butterfly Group,",11:00,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,60,,,,1
EBMS Transects,6021949,10574519,Transect,EBMS:Italy:26,31/05/2017,S1,EBMS:Italy:26.1,Common Blue,Polyommatus icarus,"Italian Butterfly Group,",11:00,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,60,,,,11
EBMS Transects,6021949,10574514,Transect,EBMS:Italy:26,31/05/2017,S1,EBMS:Italy:26.1,Pearl-bordered Fritillary,Boloria euphrosyne,"Italian Butterfly Group,",11:00,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,60,,,,14
EBMS Transects,6021949,10574518,Transect,EBMS:Italy:26,31/05/2017,S1,EBMS:Italy:26.1,Glanville Fritillary,Melitaea cinxia,"Italian Butterfly Group,",11:00,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,60,,,,4
EBMS Transects,6021274,10574488,Transect,EBMS:Italy:26,09/06/2017,S1,EBMS:Italy:26.1,Clouded Apollo,Parnassius mnemosyne,"Italian Butterfly Group,",10:30,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,19
EBMS Transects,6021274,10574530,Transect,EBMS:Italy:26,09/06/2017,S1,EBMS:Italy:26.1,Large Skipper,Ochlodes sylvanus,"Italian Butterfly Group,",10:30,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,1
EBMS Transects,6021274,10574493,Transect,EBMS:Italy:26,09/06/2017,S1,EBMS:Italy:26.1,Mallow Skipper,Carcharodus alceae,"Italian Butterfly Group,",10:30,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,7
EBMS Transects,6021274,10574529,Transect,EBMS:Italy:26,09/06/2017,S1,EBMS:Italy:26.1,Dingy Skipper,Erynnis tages,"Italian Butterfly Group,",10:30,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,1
EBMS Transects,6021274,10574528,Transect,EBMS:Italy:26,09/06/2017,S1,EBMS:Italy:26.1,Safflower Skipper,Pyrgus carthami,"Italian Butterfly Group,",10:30,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,1
EBMS Transects,6021274,10574490,Transect,EBMS:Italy:26,09/06/2017,S1,EBMS:Italy:26.1,Clouded Yellow,Colias crocea,"Italian Butterfly Group,",10:30,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,5
EBMS Transects,6021274,10574495,Transect,EBMS:Italy:26,09/06/2017,S1,EBMS:Italy:26.1,Large White,Pieris brassicae,"Italian Butterfly Group,",10:30,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,3
EBMS Transects,6021274,10574526,Transect,EBMS:Italy:26,09/06/2017,S1,EBMS:Italy:26.1,Small White,Pieris rapae,"Italian Butterfly Group,",10:30,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,16
EBMS Transects,6021274,10574487,Transect,EBMS:Italy:26,09/06/2017,S1,EBMS:Italy:26.1,Green-veined White,Pieris napi,"Italian Butterfly Group,",10:30,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,5
EBMS Transects,6021274,10574492,Transect,EBMS:Italy:26,09/06/2017,S1,EBMS:Italy:26.1,Purple-shot Copper,Lycaena alciphron,"Italian Butterfly Group,",10:30,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,2
EBMS Transects,6021274,10574532,Transect,EBMS:Italy:26,09/06/2017,S1,EBMS:Italy:26.1,Small Blue,Cupido minimus,"Italian Butterfly Group,",10:30,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,1
EBMS Transects,6021274,10574533,Transect,EBMS:Italy:26,09/06/2017,S1,EBMS:Italy:26.1,Geranium Argus,Eumedonia eumedon,"Italian Butterfly Group,",10:30,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,5
EBMS Transects,6021274,10574497,Transect,EBMS:Italy:26,09/06/2017,S1,EBMS:Italy:26.1,Mazarine Blue,Cyaniris semiargus,"Italian Butterfly Group,",10:30,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,7
EBMS Transects,6021274,10574491,Transect,EBMS:Italy:26,09/06/2017,S1,EBMS:Italy:26.1,Brown Argus,Aricia agestis,"Italian Butterfly Group,",10:30,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,6
EBMS Transects,6021274,10574499,Transect,EBMS:Italy:26,09/06/2017,S1,EBMS:Italy:26.1,Amanda's Blue,Polyommatus amandus,"Italian Butterfly Group,",10:30,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,3
EBMS Transects,6021274,10574498,Transect,EBMS:Italy:26,09/06/2017,S1,EBMS:Italy:26.1,Common Blue,Polyommatus icarus,"Italian Butterfly Group,",10:30,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,18
EBMS Transects,6021274,10574489,Transect,EBMS:Italy:26,09/06/2017,S1,EBMS:Italy:26.1,Queen of Spain Fritillary,Issoria lathonia,"Italian Butterfly Group,",10:30,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,2
EBMS Transects,6021274,10574494,Transect,EBMS:Italy:26,09/06/2017,S1,EBMS:Italy:26.1,Pearl-bordered Fritillary,Boloria euphrosyne,"Italian Butterfly Group,",10:30,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,8
EBMS Transects,6021274,10574531,Transect,EBMS:Italy:26,09/06/2017,S1,EBMS:Italy:26.1,Knapweed Fritillary,Melitaea phoebe,"Italian Butterfly Group,",10:30,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,1
EBMS Transects,6021274,10574496,Transect,EBMS:Italy:26,09/06/2017,S1,EBMS:Italy:26.1,Glanville Fritillary,Melitaea cinxia,"Italian Butterfly Group,",10:30,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,9
EBMS Transects,6021274,10574527,Transect,EBMS:Italy:26,09/06/2017,S1,EBMS:Italy:26.1,Heath Fritillary,Melitaea athalia,"Italian Butterfly Group,",10:30,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,7
EBMS Transects,6021274,10574500,Transect,EBMS:Italy:26,09/06/2017,S1,EBMS:Italy:26.1,Pearly Heath,Coenonympha arcania,"Italian Butterfly Group,",10:30,11:30,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,3
EBMS Transects,6021374,10574548,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Clouded Apollo,Parnassius mnemosyne,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,3
EBMS Transects,6021374,10574541,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Large Skipper,Ochlodes sylvanus,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,2
EBMS Transects,6021374,10574562,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Small Skipper,Thymelicus sylvestris,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,2
EBMS Transects,6021374,10574564,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Essex Skipper,Thymelicus lineola,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,2
EBMS Transects,6021374,10574535,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Safflower Skipper,Pyrgus carthami,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,6
EBMS Transects,6021374,10574560,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Clouded Yellow,Colias crocea,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,1
EBMS Transects,6021374,10574546,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Black-veined White,Aporia crataegi,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,5
EBMS Transects,6021374,10574534,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Small White,Pieris rapae,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,9
EBMS Transects,6021374,10574552,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Green-veined White,Pieris napi,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,4
EBMS Transects,6021374,10574563,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Purple-shot Copper,Lycaena alciphron,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,1
EBMS Transects,6021374,10574537,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Small Copper,Lycaena phlaeas,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,1
EBMS Transects,6021374,10574539,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Sooty Copper,Lycaena tityrus,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,2
EBMS Transects,6021374,10574561,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Holly Blue,Celastrina argiolus,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,1
EBMS Transects,6021374,10574544,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Large Blue,Phengaris arion,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,1
EBMS Transects,6021374,10574556,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Silver-studded Blue,Plebejus argus,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,3
EBMS Transects,6021374,10574558,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Geranium Argus,Eumedonia eumedon,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,2
EBMS Transects,6021374,10574540,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Mazarine Blue,Cyaniris semiargus,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,4
EBMS Transects,6021374,10574555,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Brown Argus,Aricia agestis,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,2
EBMS Transects,6021374,10574553,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Amanda's Blue,Polyommatus amandus,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,6
EBMS Transects,6021374,10574536,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Common Blue,Polyommatus icarus,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,30
EBMS Transects,6021374,10574538,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Lesser Marbled Fritillary,Brenthis ino,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,13
EBMS Transects,6021374,10574557,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Dark Green Fritillary,Speyeria aglaja,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,1
EBMS Transects,6021374,10574543,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Pearl-bordered Fritillary,Boloria euphrosyne,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,5
EBMS Transects,6021374,10574559,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Comma,Polygonia c-album,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,1
EBMS Transects,6021374,10574566,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Spotted Fritillary,Melitaea didyma,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,1
EBMS Transects,6021374,10574565,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Knapweed Fritillary,Melitaea phoebe,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,1
EBMS Transects,6021374,10574542,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Glanville Fritillary,Melitaea cinxia,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,2
EBMS Transects,6021374,10574550,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Heath Fritillary,Melitaea athalia,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,5
EBMS Transects,6021374,10574549,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Nettle-tree Butterfly,Libythea celtis,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,1
EBMS Transects,6021374,10574545,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Small Heath,Coenonympha pamphilus,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,2
EBMS Transects,6021374,10574551,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Pearly Heath,Coenonympha arcania,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,7
EBMS Transects,6021374,10574547,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Wall Brown,Lasiommata megera,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,2
EBMS Transects,6021374,10574554,Transect,EBMS:Italy:26,20/06/2017,S1,EBMS:Italy:26.1,Meadow Brown,Maniola jurtina,"Italian Butterfly Group,",10:25,11:10,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,100,,,,1
EBMS Transects,6010912,10574568,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Large Skipper,Ochlodes sylvanus,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,39
EBMS Transects,6010912,10574575,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Small Skipper,Thymelicus sylvestris,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,19
EBMS Transects,6010912,10574572,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Essex Skipper,Thymelicus lineola,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,11
EBMS Transects,6010912,10574587,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Safflower Skipper,Pyrgus carthami,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,2
EBMS Transects,6010912,10574594,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Clouded Yellow,Colias crocea,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,2
EBMS Transects,6010912,10574586,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Black-veined White,Aporia crataegi,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,5
EBMS Transects,6010912,10574569,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Large White,Pieris brassicae,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,1
EBMS Transects,6010912,10574593,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Green-veined White,Pieris napi,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,1
EBMS Transects,6010912,10574595,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Purple-shot Copper,Lycaena alciphron,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,1
EBMS Transects,6010912,10574590,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Small Copper,Lycaena phlaeas,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,2
EBMS Transects,6010912,10574579,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Small Blue,Cupido minimus,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,3
EBMS Transects,6010912,10574574,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Silver-studded Blue,Plebejus argus,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,6
EBMS Transects,6010912,10574576,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Reverdin's Blue,Plebejus argyrognomon,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,2
EBMS Transects,6010912,10574577,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Mazarine Blue,Cyaniris semiargus,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,2
EBMS Transects,6010912,10574578,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Amanda's Blue,Polyommatus amandus,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,8
EBMS Transects,6010912,10574592,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Common Blue,Polyommatus icarus,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,2
EBMS Transects,6010912,10574591,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Queen of Spain Fritillary,Issoria lathonia,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,1
EBMS Transects,6010912,10574573,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Lesser Marbled Fritillary,Brenthis ino,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,10
EBMS Transects,6010912,10574597,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Silver-washed Fritillary,Argynnis paphia,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,1
EBMS Transects,6010912,10574583,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Dark Green Fritillary,Speyeria aglaja,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,3
EBMS Transects,6010912,10574585,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Niobe Fritillary,Fabriciana niobe,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,9
EBMS Transects,6010912,10574580,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Painted Lady,Vanessa cardui,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,1
EBMS Transects,6010912,10574567,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Small Tortoiseshell,Aglais urticae,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,1
EBMS Transects,6010912,10574582,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Comma,Polygonia c-album,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,1
EBMS Transects,6010912,10574581,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Knapweed Fritillary,Melitaea phoebe,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,6
EBMS Transects,6010912,10574584,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Heath Fritillary,Melitaea athalia,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,4
EBMS Transects,6010912,10574588,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Small Heath,Coenonympha pamphilus,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,1
EBMS Transects,6010912,10574571,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Pearly Heath,Coenonympha arcania,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,15
EBMS Transects,6010912,10574589,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Wall Brown,Lasiommata megera,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,2
EBMS Transects,6010912,10574596,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Marbled White,Melanargia galathea,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,2
EBMS Transects,6010912,10574570,Transect,EBMS:Italy:26,06/07/2017,S1,EBMS:Italy:26.1,Meadow Brown,Maniola jurtina,"Italian Butterfly Group,",10:00,10:45,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,2
EBMS Transects,6021954,10574598,Transect,EBMS:Italy:26,18/07/2017,S1,EBMS:Italy:26.1,Large Skipper,Ochlodes sylvanus,"Italian Butterfly Group,",10:00,10:35,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,80
EBMS Transects,6021954,10574602,Transect,EBMS:Italy:26,18/07/2017,S1,EBMS:Italy:26.1,Essex Skipper,Thymelicus lineola,"Italian Butterfly Group,",10:00,10:35,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,47
EBMS Transects,6021954,10574616,Transect,EBMS:Italy:26,18/07/2017,S1,EBMS:Italy:26.1,Clouded Yellow,Colias crocea,"Italian Butterfly Group,",10:00,10:35,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,4
EBMS Transects,6021954,10574624,Transect,EBMS:Italy:26,18/07/2017,S1,EBMS:Italy:26.1,Large White,Pieris brassicae,"Italian Butterfly Group,",10:00,10:35,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,1
EBMS Transects,6021954,10574623,Transect,EBMS:Italy:26,18/07/2017,S1,EBMS:Italy:26.1,Small White,Pieris rapae,"Italian Butterfly Group,",10:00,10:35,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,1
EBMS Transects,6021954,10574603,Transect,EBMS:Italy:26,18/07/2017,S1,EBMS:Italy:26.1,Purple-shot Copper,Lycaena alciphron,"Italian Butterfly Group,",10:00,10:35,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,1
EBMS Transects,6021954,10574608,Transect,EBMS:Italy:26,18/07/2017,S1,EBMS:Italy:26.1,Long-tailed Blue,Lampides boeticus,"Italian Butterfly Group,",10:00,10:35,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,1
EBMS Transects,6021954,10574614,Transect,EBMS:Italy:26,18/07/2017,S1,EBMS:Italy:26.1,Silver-studded Blue,Plebejus argus,"Italian Butterfly Group,",10:00,10:35,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,3
EBMS Transects,6021954,10574613,Transect,EBMS:Italy:26,18/07/2017,S1,EBMS:Italy:26.1,Amanda's Blue,Polyommatus amandus,"Italian Butterfly Group,",10:00,10:35,16556,Not recorded/no data,,,2459,Not recorded/no data,100,,,,4
