Sample ID,Site Type,Site Code,Site name,Site Grid Ref.,Visit date,Notes,Grid Ref.,Mean % Sun,Recorder Name,Start Time,End Time,% Sun,% Cloud,Temp (Deg C) term ID,Temp (Deg C) term,Wind Direction term ID,Wind Direction term,Wind Speed term ID,Wind Speed term,Reliability term ID,Reliability term
6021981,Transect,EBMS:Italy:2,Elba 1,42.75305N 10.20116E,13/02/2019,,42.75305N 10.20116E,,"Italian Butterfly Group,",11:39,13:00,100,,16533,13,2460,Not recorded/no data,2454,"2. Wind felt on face, leaves rustle",,
6022339,Transect,EBMS:Italy:2,Elba 1,42.75305N 10.20116E,15/03/2019,,42.75305N 10.20116E,,"Italian Butterfly Group,",10:45,11:50,100,,16537,17,2467,E,2455,3. Leaves and twigs in slight motion,,
12099109,Transect,EBMS:Italy:2,Elba 1,42.75305N 10.20116E,27/03/2019,,42.75305N 10.20116E,,,,,,,,,,,,,,
6130580,Transect,EBMS:Italy:27,Aquila,42.3662N 13.34727E,08/07/2019,,42.3662N 13.34727E,,"Bonelli, Simona",11:00,12:00,,,16544,24,2465,N,2454,"2. Wind felt on face, leaves rustle",,
6180680,Transect,EBMS:Italy:27,Aquila,42.3662N 13.34727E,09/07/2019,,42.3662N 13.34727E,,"González-Sevilleja, Cristina",12:00,12:30,75,,16548,28,2462,SW,2456,4. Dust raised and small branches move,,
6022426,Transect,EBMS:Italy:33,La Cassinazza 1,45.29572N 9.12758E,19/04/2019,,45.29572N 9.12758E,,"Garavaglia, Roberto",13:45,14:50,100,,16541,21,2467,E,2456,4. Dust raised and small branches move,,
6022415,Transect,EBMS:Italy:33,La Cassinazza 1,45.29572N 9.12758E,20/04/2019,,45.29572N 9.12758E,,"Garavaglia, Roberto",13:00,14:00,100,,16542,22,2467,E,2455,3. Leaves and twigs in slight motion,,
6022571,Transect,EBMS:Italy:33,La Cassinazza 1,45.29572N 9.12758E,23/05/2019,,45.29572N 9.12758E,,"Garavaglia, Roberto",13:30,14:40,100,,16544,24,2467,E,2455,3. Leaves and twigs in slight motion,,
6022582,Transect,EBMS:Italy:33,La Cassinazza 1,45.29572N 9.12758E,25/05/2019,,45.29572N 9.12758E,,"Garavaglia, Roberto",13:15,14:15,60,,16545,25,2468,SE,2457,5. Small trees in leaf begin to sway,,
6022628,Transect,EBMS:Italy:33,La Cassinazza 1,45.29572N 9.12758E,31/05/2019,,45.29572N 9.12758E,,"Garavaglia, Roberto",13:15,14:20,100,,16545,25,2462,SW,2454,"2. Wind felt on face, leaves rustle",,
6022639,Transect,EBMS:Italy:33,La Cassinazza 1,45.29572N 9.12758E,01/06/2019,,45.29572N 9.12758E,,"Garavaglia, Roberto",13:00,14:05,100,,16549,29,2461,S,2453,1. Slight smoke drift,,
6022730,Transect,EBMS:Italy:33,La Cassinazza 1,45.29572N 9.12758E,07/06/2019,,45.29572N 9.12758E,,"Garavaglia, Roberto",13:00,14:00,100,,16545,25,2466,NE,2453,1. Slight smoke drift,,
6022741,Transect,EBMS:Italy:33,La Cassinazza 1,45.29572N 9.12758E,08/06/2019,,45.29572N 9.12758E,,"Garavaglia, Roberto",13:00,14:00,70,,16546,26,2464,NW,2454,"2. Wind felt on face, leaves rustle",,
6022775,Transect,EBMS:Italy:33,La Cassinazza 1,45.29572N 9.12758E,13/06/2019,"grass cut along sections 1,8,9,10",45.29572N 9.12758E,,"Garavaglia, Roberto",13:00,14:15,100,,16545,25,2468,SE,2453,1. Slight smoke drift,,
6022885,Transect,EBMS:Italy:33,La Cassinazza 1,45.29572N 9.12758E,26/06/2019,Rubus flowering over along section 10,45.29572N 9.12758E,,"Garavaglia, Roberto",11:10,12:20,100,,16548,28,,,2453,1. Slight smoke drift,,
6126356,Transect,EBMS:Italy:33,La Cassinazza 1,45.29572N 9.12758E,05/07/2019,,45.29572N 9.12758E,,"Garavaglia, Roberto",10:40,11:45,100,,16548,28,2464,NW,2453,1. Slight smoke drift,,
6149297,Transect,EBMS:Italy:33,La Cassinazza 1,45.29572N 9.12758E,10/07/2019,,45.29572N 9.12758E,,"Garavaglia, Roberto",13:50,14:50,90,,16549,29,2468,SE,2457,5. Small trees in leaf begin to sway,,
6250265,Transect,EBMS:Italy:33,La Cassinazza 1,45.29572N 9.12758E,20/07/2019,grass cut along section 6,45.29572N 9.12758E,,"Garavaglia, Roberto",13:25,14:35,0,,16549,29,2463,W,2453,1. Slight smoke drift,,
6291848,Transect,EBMS:Italy:33,La Cassinazza 1,45.29572N 9.12758E,27/07/2019,,45.29572N 9.12758E,,"Garavaglia, Roberto",15:00,16:05,0,,16548,28,2464,NW,2453,1. Slight smoke drift,,
6435591,Transect,EBMS:Italy:33,La Cassinazza 1,45.29572N 9.12758E,03/08/2019,,45.29572N 9.12758E,,"Garavaglia, Roberto",13:00,14:20,100,,16548,28,2469,No direction,2606,0. Smoke rises vertically,,
6633744,Transect,EBMS:Italy:33,La Cassinazza 1,45.29572N 9.12758E,17/08/2019,,45.29572N 9.12758E,,"Garavaglia, Roberto",13:50,15:00,50,,16547,27,2469,No direction,2606,0. Smoke rises vertically,,
6633796,Transect,EBMS:Italy:33,La Cassinazza 1,45.29572N 9.12758E,25/08/2019,very dry condition; lack of rain for several weeks,45.29572N 9.12758E,,"Garavaglia, Roberto",13:40,14:35,100,,16549,29,2469,No direction,2606,0. Smoke rises vertically,,
6755932,Transect,EBMS:Italy:33,La Cassinazza 1,45.29572N 9.12758E,05/09/2019,,45.29572N 9.12758E,,"Garavaglia, Roberto",14:00,15:10,80,,16546,26,2468,SE,2453,1. Slight smoke drift,,
6760864,Transect,EBMS:Italy:33,La Cassinazza 1,45.29572N 9.12758E,14/09/2019,,45.29572N 9.12758E,,"Garavaglia, Roberto",13:10,14:15,100,,16546,26,2469,No direction,2606,0. Smoke rises vertically,,
6854210,Transect,EBMS:Italy:33,La Cassinazza 1,45.29572N 9.12758E,28/09/2019,,45.29572N 9.12758E,,"Garavaglia, Roberto",13:20,14:15,30,,16544,24,2469,No direction,2606,0. Smoke rises vertically,,
6854222,Transect,EBMS:Italy:33,La Cassinazza 1,45.29572N 9.12758E,30/09/2019,grass cut along section 1,45.29572N 9.12758E,,"Garavaglia, Roberto",12:20,13:10,100,,16544,24,2461,S,2454,"2. Wind felt on face, leaves rustle",,
6741074,Transect,EBMS:Italy:34,Davoli,38.6624N 16.52435E,09/08/2019,,38.6624N 16.52435E,,"Italian Butterfly Group,",13:05,13:50,100,,16550,30,2463,W,2453,1. Slight smoke drift,,
6763724,Transect,EBMS:Italy:34,Davoli,38.6624N 16.52435E,18/08/2019,,38.6624N 16.52435E,,"Italian Butterfly Group,",15:10,15:50,100,,16549,29,2464,NW,2454,"2. Wind felt on face, leaves rustle",,
6763754,Transect,EBMS:Italy:34,Davoli,38.6624N 16.52435E,28/08/2019,,38.6624N 16.52435E,,"Italian Butterfly Group,",08:40,09:20,100,,16540,20,2466,NE,2453,1. Slight smoke drift,,
6763787,Transect,EBMS:Italy:34,Davoli,38.6624N 16.52435E,07/09/2019,,38.6624N 16.52435E,,"Italian Butterfly Group,",12:30,13:20,50,,16544,24,2464,NW,2453,1. Slight smoke drift,,
6833948,Transect,EBMS:Italy:34,Davoli,38.6624N 16.52435E,15/09/2019,,38.6624N 16.52435E,,"Italian Butterfly Group,",14:10,14:50,100,,16548,28,2462,SW,2453,1. Slight smoke drift,,
6012244,Transect,EBMS:Italy:7,Li Rocchi,39.36889N 16.23075E,19/03/2019,,39.36889N 16.23075E,,"Italian Butterfly Group,",11:40,12:00,100,,16556,Not recorded/no data,,,2459,Not recorded/no data,,
6012461,Transect,EBMS:Italy:7,Li Rocchi,39.36889N 16.23075E,01/04/2019,,39.36889N 16.23075E,,"Italian Butterfly Group,",12:20,12:48,100,,16556,Not recorded/no data,,,2459,Not recorded/no data,,
6013379,Transect,EBMS:Italy:7,Li Rocchi,39.36889N 16.23075E,17/04/2019,,39.36889N 16.23075E,,"Italian Butterfly Group,",12:00,12:30,100,,16556,Not recorded/no data,,,2459,Not recorded/no data,,
6022494,Transect,EBMS:Italy:7,Li Rocchi,39.36889N 16.23075E,07/05/2019,,39.36889N 16.23075E,,"Italian Butterfly Group,",11:00,11:30,100,,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,,
6013848,Transect,EBMS:Italy:7,Li Rocchi,39.36889N 16.23075E,22/05/2019,,39.36889N 16.23075E,,"Italian Butterfly Group,",11:15,11:50,100,,16556,Not recorded/no data,2460,Not recorded/no data,2459,Not recorded/no data,,
6013745,Transect,EBMS:Italy:7,Li Rocchi,39.36889N 16.23075E,09/06/2019,,39.36889N 16.23075E,,"Italian Butterfly Group,",10:15,10:40,100,,16556,Not recorded/no data,2469,No direction,2453,1. Slight smoke drift,,
6136502,Transect,EBMS:Italy:7,Li Rocchi,39.36889N 16.23075E,09/07/2019,,39.36889N 16.23075E,,"Italian Butterfly Group,",10:00,10:45,100,,16556,Not recorded/no data,2469,No direction,2459,Not recorded/no data,,
6136499,Transect,EBMS:Italy:7,Li Rocchi,39.36889N 16.23075E,09/07/2019,,39.36889N 16.23075E,,"Italian Butterfly Group,",10:00,10:45,100,,16556,Not recorded/no data,2469,No direction,2606,0. Smoke rises vertically,,
6413478,Transect,EBMS:Italy:7,Li Rocchi,39.36889N 16.23075E,31/07/2019,,39.36889N 16.23075E,,"Italian Butterfly Group,",10:00,10:40,100,,16556,Not recorded/no data,2460,Not recorded/no data,2453,1. Slight smoke drift,,
6740894,Transect,EBMS:Italy:7,Li Rocchi,39.36889N 16.23075E,19/08/2019,,39.36889N 16.23075E,,"Italian Butterfly Group,",10:05,10:50,100,,16556,Not recorded/no data,2469,No direction,2606,0. Smoke rises vertically,,
6763701,Transect,EBMS:Italy:7,Li Rocchi,39.36889N 16.23075E,14/09/2019,,39.36889N 16.23075E,,"Italian Butterfly Group,",09:40,10:20,100,,16556,Not recorded/no data,2460,Not recorded/no data,2606,0. Smoke rises vertically,,
6022382,Transect,EBMS:Italy:8,Dipartimento Biologia UNIFI,43.81659N 11.20516E,24/03/2019,,43.81659N 11.20516E,,"Italian Butterfly Group,",12:40,13:10,100,,16540,20,2469,No direction,2453,1. Slight smoke drift,,
6022284,Transect,EBMS:Italy:8,Dipartimento Biologia UNIFI,43.81659N 11.20516E,29/03/2019,,43.81659N 11.20516E,,"Italian Butterfly Group,",14:40,15:10,100,,16538,18,2466,NE,2457,5. Small trees in leaf begin to sway,,
6022324,Transect,EBMS:Italy:8,Dipartimento Biologia UNIFI,43.81659N 11.20516E,17/04/2019,,43.81659N 11.20516E,,"Italian Butterfly Group,",13:10,13:50,100,,16542,22,2469,No direction,2453,1. Slight smoke drift,,
6022758,Transect,EBMS:Italy:8,Dipartimento Biologia UNIFI,43.81659N 11.20516E,11/06/2019,,43.81659N 11.20516E,,"Italian Butterfly Group,",11:50,12:30,70,,16552,32,2464,NW,2455,3. Leaves and twigs in slight motion,,
6022823,Transect,EBMS:Italy:8,Dipartimento Biologia UNIFI,43.81659N 11.20516E,24/06/2019,,43.81659N 11.20516E,,"Italian Butterfly Group,",10:00,10:50,100,,16551,31,2469,No direction,2606,0. Smoke rises vertically,,
6022269,Transect,EBMS:Italy:9,Giaglione 1,"45.133611, 7.000056",13/03/2019,,"45.133611, 7.000056",,"Italian Butterfly Group,",10:31,12:42,,,16531,11,,,2458,6. Large branches move and trees sway,,
